"","hr","holiday","workingday","weathersit","temp","atemp","hum","windspeed","cnt","instant","mnth","yr","pred"
"475","18",FALSE,TRUE,"Misty",0.62,0.5909,0.78,0.2537,815,14222,8,1,696.578558238921
"476","19",FALSE,TRUE,"Misty",0.62,0.5909,0.78,0.194,299,14223,8,1,556.321843727424
"477","20",FALSE,TRUE,"Misty",0.62,0.5758,0.83,0.2836,261,14224,8,1,405.381763492346
"478","21",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5606,0.83,0,245,14225,8,1,322.004157959358
"479","22",FALSE,TRUE,"Misty",0.6,0.5606,0.83,0,161,14226,8,1,238.227591564892
"480","23",FALSE,TRUE,"Misty",0.6,0.5606,0.83,0,102,14227,8,1,163.406628298451
"481","0",FALSE,TRUE,"Misty",0.6,0.5606,0.83,0.0896,59,14228,8,1,101.224228060981
"482","1",FALSE,TRUE,"Misty",0.6,0.5606,0.83,0.1343,33,14229,8,1,56.6804866361099
"483","2",FALSE,TRUE,"Misty",0.58,0.5455,0.88,0.2836,8,14230,8,1,41.3599502093427
"484","3",FALSE,TRUE,"Clear to partly cloudy",0.56,0.5303,0.88,0,3,14231,8,1,20.0051532123177
"485","4",FALSE,TRUE,"Clear to partly cloudy",0.56,0.5303,0.88,0,4,14232,8,1,10.0555772348065
"486","5",FALSE,TRUE,"Clear to partly cloudy",0.56,0.5303,0.83,0.0896,34,14233,8,1,37.0313106013467
"487","6",FALSE,TRUE,"Clear to partly cloudy",0.56,0.5303,0.83,0.1045,169,14234,8,1,135.374717735329
"488","7",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5758,0.78,0.1045,519,14235,8,1,367.877366497031
"489","8",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5758,0.78,0.1343,723,14236,8,1,569.679148090953
"490","9",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.69,0,328,14237,8,1,347.704860347919
"491","10",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.61,0.1045,178,14238,8,1,303.61006167305
"492","11",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.54,0,256,14239,8,1,337.807386222968
"493","12",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6515,0.45,0,305,14240,8,1,399.839902855334
"494","13",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6515,0.4,0,331,14241,8,1,385.251990505603
"495","14",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6667,0.37,0.0896,302,14242,8,1,367.778770242025
"496","15",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6667,0.37,0,302,14243,8,1,376.197283982241
"497","16",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6667,0.37,0,467,14244,8,1,485.587658939197
"498","17",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.51,0.2836,878,14245,8,1,719.763140111124
"499","18",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.54,0.2239,625,14246,8,1,711.020289648432
"500","19",FALSE,TRUE,"Light Precipitation",0.62,0.5909,0.73,0.1045,476,14247,8,1,470.801960081316
"501","20",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,358,14248,8,1,439.868091094101
"502","21",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,280,14249,8,1,334.456010474903
"503","22",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5909,0.78,0,232,14250,8,1,233.563393211711
"504","23",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,136,14251,8,1,159.672052910876
"505","0",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0.1045,55,14252,8,1,98.9156289987225
"506","1",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.78,0,21,14253,8,1,59.2719996134062
"507","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.78,0,17,14254,8,1,43.3747546639248
"508","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.78,0,7,14255,8,1,20.0825187150667
"509","4",FALSE,TRUE,"Clear to partly cloudy",0.58,0.5455,0.83,0.1045,8,14256,8,1,10.094803891731
"510","5",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5758,0.78,0,40,14257,8,1,37.0394390475273
"511","6",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,187,14258,8,1,135.85172414793
"512","7",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.78,0,553,14259,8,1,355.42922451273
"513","8",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0.0896,740,14260,8,1,552.4686753306
"514","9",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.65,0,376,14261,8,1,334.734723880672
"515","10",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.61,0.0896,225,14262,8,1,283.648962631102
"516","11",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.58,0.0896,267,14263,8,1,317.015395379846
"517","12",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.51,0,312,14264,8,1,369.545535449509
"518","13",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1045,316,14265,8,1,361.881786396339
"519","14",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.45,0.1045,266,14266,8,1,357.26750419412
"520","15",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1343,316,14267,8,1,357.470004156052
"521","16",FALSE,TRUE,"Light Precipitation",0.74,0.6818,0.55,0.2239,460,14268,8,1,377.024834344991
"522","17",FALSE,TRUE,"Light Precipitation",0.74,0.6818,0.55,0.2239,783,14269,8,1,581.041435347961
"523","18",FALSE,TRUE,"Light Precipitation",0.66,0.6212,0.61,0.2239,683,14270,8,1,602.649411192915
"524","19",FALSE,TRUE,"Misty",0.66,0.6212,0.74,0,580,14271,8,1,535.229506168978
"525","20",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0.194,391,14272,8,1,440.147793412998
"526","21",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,351,14273,8,1,334.456010474903
"527","22",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,281,14274,8,1,250.115931644779
"528","23",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5758,0.83,0,140,14275,8,1,149.635452607702
"529","0",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5909,0.78,0,60,14276,8,1,99.2132519162636
"530","1",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,25,14277,8,1,55.360715656622
"531","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,20,14278,8,1,40.5125097058841
"532","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0.0896,9,14279,8,1,18.7628065886758
"533","4",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,6,14280,8,1,9.4283440358055
"534","5",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,37,14281,8,1,33.4360749979081
"535","6",FALSE,TRUE,"Misty",0.6,0.5455,0.88,0.0896,192,14282,8,1,116.864592754498
"536","7",FALSE,TRUE,"Misty",0.62,0.5758,0.83,0.0896,481,14283,8,1,328.519372806789
"537","8",FALSE,TRUE,"Misty",0.66,0.6212,0.74,0.0896,707,14284,8,1,524.304664005074
"538","9",FALSE,TRUE,"Misty",0.7,0.6515,0.7,0,412,14285,8,1,308.299674784904
"539","10",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6818,0.58,0.0896,233,14286,8,1,271.03180916814
"540","11",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.0896,278,14287,8,1,309.452591866975
"541","12",FALSE,TRUE,"Clear to partly cloudy",0.78,0.6818,0.38,0,332,14288,8,1,368.921998305587
"542","13",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7273,0.38,0.0896,346,14289,8,1,352.231863181846
"543","14",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.46,0.2239,305,14290,8,1,342.925639090067
"544","15",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.46,0.1343,305,14291,8,1,350.775260759779
"545","16",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1642,465,14292,8,1,461.460082459695
"546","17",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.45,0.2239,820,14293,8,1,727.45990709153
"547","18",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.48,0.2239,941,14294,8,1,696.936531428515
"548","19",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.51,0.0896,633,14295,8,1,580.61020789277
"549","20",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.61,0.1045,474,14296,8,1,434.677808615872
"550","21",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.61,0.1343,329,14297,8,1,330.541826153562
"551","22",FALSE,TRUE,"Misty",0.68,0.6364,0.61,0.1045,198,14298,8,1,252.997262909122
"552","23",FALSE,TRUE,"Misty",0.66,0.6212,0.69,0,157,14299,8,1,169.024527109781
"553","0",FALSE,TRUE,"Misty",0.66,0.6212,0.69,0,111,14300,8,1,104.673568303856
"554","1",FALSE,TRUE,"Misty",0.64,0.6061,0.73,0,42,14301,8,1,58.8464110288429
"555","2",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.69,0,16,14302,8,1,43.3492650697202
"556","3",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,8,14303,8,1,20.1539581642399
"557","4",FALSE,TRUE,"Misty",0.64,0.6061,0.73,0,8,14304,8,1,10.0219840345576
"558","5",FALSE,TRUE,"Clear to partly cloudy",0.64,0.5909,0.78,0,38,14305,8,1,33.5481647022973
"559","6",FALSE,TRUE,"Misty",0.62,0.5758,0.83,0,151,14306,8,1,120.917956294416
"560","7",FALSE,TRUE,"Misty",0.64,0.5909,0.78,0,425,14307,8,1,329.523928197416
"561","8",FALSE,TRUE,"Misty",0.66,0.6212,0.74,0,744,14308,8,1,524.150755784922
"562","9",FALSE,TRUE,"Misty",0.72,0.6667,0.58,0,389,14309,8,1,326.040704315151
"563","10",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0,262,14310,8,1,270.729752823408
"564","11",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0.1045,281,14311,8,1,306.156551548131
"565","12",FALSE,TRUE,"Misty",0.76,0.6818,0.45,0.0896,371,14312,8,1,369.681834337146
"566","13",FALSE,TRUE,"Misty",0.8,0.7121,0.41,0.1045,351,14313,8,1,352.482679859495
"567","14",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.43,0.1045,338,14314,8,1,350.576553242715
"568","15",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0.1343,350,14315,8,1,353.645254679888
"569","16",FALSE,TRUE,"Misty",0.76,0.6818,0.48,0.1343,515,14316,8,1,456.477966818785
"570","17",FALSE,TRUE,"Misty",0.74,0.6667,0.51,0.2239,812,14317,8,1,711.922757750681
"571","18",FALSE,TRUE,"Misty",0.72,0.6818,0.62,0.194,736,14318,8,1,683.208610212785
"572","19",FALSE,TRUE,"Misty",0.72,0.6667,0.58,0.1642,536,14319,8,1,545.208316674385
"573","20",FALSE,TRUE,"Misty",0.7,0.6515,0.65,0.2239,363,14320,8,1,417.505160450773
"574","21",FALSE,TRUE,"Misty",0.7,0.6515,0.61,0.1642,306,14321,8,1,327.037233802578
"575","22",FALSE,TRUE,"Misty",0.7,0.6515,0.61,0,251,14322,8,1,244.436405033247
"576","23",FALSE,TRUE,"Misty",0.68,0.6364,0.69,0.0896,178,14323,8,1,163.442389875204
"577","0",FALSE,FALSE,"Misty",0.7,0.6515,0.61,0,135,14324,8,1,92.3859971735589
"578","1",FALSE,FALSE,"Misty",0.68,0.6364,0.69,0,115,14325,8,1,50.4063603818125
"579","2",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.0896,79,14326,8,1,36.7669940528959
"580","3",FALSE,FALSE,"Clear to partly cloudy",0.66,0.6212,0.69,0.0896,38,14327,8,1,17.8634667884813
"581","4",FALSE,FALSE,"Misty",0.66,0.6212,0.69,0.1045,12,14328,8,1,8.88342221792833
"582","5",FALSE,FALSE,"Misty",0.64,0.6061,0.73,0.1642,14,14329,8,1,31.6404457968767
"583","6",FALSE,FALSE,"Misty",0.64,0.5909,0.78,0.1642,30,14330,8,1,108.007345373759
"584","7",FALSE,FALSE,"Misty",0.64,0.5909,0.78,0.194,102,14331,8,1,293.38532089142
"585","8",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.2537,162,14332,8,1,466.758888169869
"586","9",FALSE,FALSE,"Misty",0.68,0.6364,0.69,0.2836,288,14333,8,1,286.222758707463
"587","10",FALSE,FALSE,"Misty",0.7,0.6515,0.65,0.2985,442,14334,8,1,242.481324198901
"588","11",FALSE,FALSE,"Misty",0.72,0.6818,0.62,0.2836,457,14335,8,1,279.479158126397
"589","12",FALSE,FALSE,"Light Precipitation",0.72,0.6667,0.54,0.3881,584,14336,8,1,277.108739004219
"590","13",FALSE,FALSE,"Misty",0.72,0.6667,0.51,0.3582,517,14337,8,1,344.1709005083
"591","14",FALSE,FALSE,"Light Precipitation",0.66,0.6212,0.65,0.2537,482,14338,8,1,270.020873912407
"592","15",FALSE,FALSE,"Misty",0.64,0.6061,0.73,0.3284,233,14339,8,1,330.269932183539
"593","16",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.2985,434,14340,8,1,408.908657755622
"594","17",FALSE,FALSE,"Misty",0.66,0.6212,0.74,0.3284,403,14341,8,1,630.240054595251
"595","18",FALSE,FALSE,"Misty",0.66,0.6212,0.69,0.4627,383,14342,8,1,619.851390779107
"596","19",FALSE,FALSE,"Misty",0.64,0.5909,0.78,0.2985,354,14343,8,1,464.040373232611
"597","20",FALSE,FALSE,"Light Precipitation",0.62,0.5758,0.83,0.2537,241,14344,8,1,294.091059665206
"598","21",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5758,0.83,0.3582,208,14345,8,1,277.289891458186
"599","22",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5758,0.83,0.3582,182,14346,8,1,207.365445277139
"600","23",FALSE,FALSE,"Misty",0.62,0.5758,0.83,0.2537,158,14347,8,1,140.667418998891
"601","0",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.2537,134,14348,8,1,78.8955555535883
"602","1",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.194,134,14349,8,1,44.1624409444513
"603","2",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.2239,116,14350,8,1,31.9750550380304
"604","3",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.2537,53,14351,8,1,14.8059015201834
"605","4",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.194,16,14352,8,1,7.44072107833011
"606","5",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.194,16,14353,8,1,26.6726806182957
"607","6",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5606,0.88,0.2985,21,14354,8,1,101.654386002738
"608","7",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.194,34,14355,8,1,264.823563231454
"609","8",FALSE,FALSE,"Clear to partly cloudy",0.68,0.6364,0.79,0.2836,133,14356,8,1,439.379391621219
"610","9",FALSE,FALSE,"Clear to partly cloudy",0.68,0.6364,0.79,0.2537,263,14357,8,1,268.425628982353
"611","10",FALSE,FALSE,"Clear to partly cloudy",0.74,0.697,0.66,0.3881,385,14358,8,1,234.528026852061
"612","11",FALSE,FALSE,"Clear to partly cloudy",0.74,0.697,0.66,0.3582,482,14359,8,1,265.100815335226
"613","12",FALSE,FALSE,"Light Precipitation",0.72,0.697,0.74,0.3582,626,14360,8,1,253.783814300691
"614","13",FALSE,FALSE,"Light Precipitation",0.66,0.6061,0.78,0.4179,541,14361,8,1,246.207696970395
"615","14",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1045,377,14362,8,1,271.878946152739
"616","15",FALSE,FALSE,"Light Precipitation",0.64,0.5758,0.89,0.2836,391,14363,8,1,224.543241624517
"617","16",FALSE,FALSE,"Light Precipitation",0.64,0.5758,0.89,0.2836,173,14364,8,1,289.83576350385
"618","17",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.2239,233,14365,8,1,553.593681447588
"619","18",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.0896,264,14366,8,1,518.398816029528
"620","19",FALSE,FALSE,"Misty",0.64,0.5758,0.89,0.1642,292,14367,8,1,414.200983993469
"621","20",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.89,0.1642,211,14368,8,1,326.543745781895
"622","21",FALSE,FALSE,"Clear to partly cloudy",0.64,0.5758,0.83,0.1343,166,14369,8,1,259.669541357943
"623","22",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5606,0.88,0.0896,114,14370,8,1,193.471758625307
"624","23",FALSE,FALSE,"Clear to partly cloudy",0.62,0.5758,0.83,0.0896,80,14371,8,1,142.112332616198
"625","0",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,32,14372,8,1,98.8817648087728
"626","1",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0.0896,7,14373,8,1,51.7121531001367
"627","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0.1343,8,14374,8,1,37.8480651827336
"628","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0.0896,4,14375,8,1,17.5210940950775
"629","4",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5758,0.83,0,12,14376,8,1,9.4283440358055
"630","5",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0,36,14377,8,1,31.2232934577067
"631","6",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5606,0.88,0,145,14378,8,1,114.136877951272
"632","7",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0,433,14379,8,1,310.164074823768
"633","8",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0.0896,699,14380,8,1,480.400937308539
"634","9",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0.1045,342,14381,8,1,293.529594543682
"635","10",FALSE,TRUE,"Clear to partly cloudy",0.72,0.697,0.74,0.1343,206,14382,8,1,264.694617661415
"636","11",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.66,0.194,229,14383,8,1,297.78447050696
"637","12",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.62,0,283,14384,8,1,349.930216203357
"638","13",FALSE,TRUE,"Clear to partly cloudy",0.76,0.7121,0.57,0.1642,288,14385,8,1,359.971629764632
"639","14",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.0896,246,14386,8,1,344.611567631746
"640","15",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7576,0.55,0.2985,282,14387,8,1,347.984470696318
"641","16",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7576,0.55,0.2537,444,14388,8,1,449.105212822661
"642","17",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7273,0.46,0.2239,845,14389,8,1,695.867001414574
"643","18",FALSE,TRUE,"Clear to partly cloudy",0.78,0.7121,0.52,0.2537,834,14390,8,1,651.795409904855
"644","19",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.7,0.2239,573,14391,8,1,502.329359708685
"645","20",FALSE,TRUE,"Clear to partly cloudy",0.74,0.697,0.7,0.194,416,14392,8,1,391.745924227631
"646","21",FALSE,TRUE,"Clear to partly cloudy",0.72,0.697,0.74,0.194,278,14393,8,1,308.469108675151
"647","22",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.84,0.194,161,14394,8,1,214.696010203057
"648","23",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.84,0.1642,114,14395,8,1,147.251312987198
"649","0",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6667,0.84,0.2537,38,14396,8,1,91.2165911461776
"650","1",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.89,0.194,21,14397,8,1,49.3331692528206
"651","2",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.83,0.2537,15,14398,8,1,37.767398218398
"652","3",FALSE,TRUE,"Clear to partly cloudy",0.66,0.5909,0.89,0.1343,4,14399,8,1,16.250253280091
"653","4",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6061,0.83,0.1343,8,14400,8,1,8.81277696296765
"654","5",FALSE,TRUE,"Misty",0.66,0.6061,0.83,0.0896,42,14401,8,1,30.9141470123188
"655","6",FALSE,TRUE,"Misty",0.66,0.5909,0.89,0.1045,147,14402,8,1,104.746188513523
"656","7",FALSE,TRUE,"Misty",0.66,0.6061,0.83,0.1045,269,14403,8,1,306.950560869593
"657","8",FALSE,TRUE,"Misty",0.66,0.6212,0.85,0.1045,693,14404,8,1,482.885960252077
"658","9",FALSE,TRUE,"Misty",0.7,0.6667,0.79,0.1642,395,14405,8,1,297.46107479448
"659","10",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6818,0.62,0.2537,204,14406,8,1,263.17826734967
"660","11",FALSE,TRUE,"Clear to partly cloudy",0.78,0.7273,0.55,0.2537,218,14407,8,1,302.157647019711
"661","12",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7424,0.49,0.2836,297,14408,8,1,360.68949180697
"662","13",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7424,0.43,0.2985,288,14409,8,1,350.158273145872
"663","14",FALSE,TRUE,"Clear to partly cloudy",0.84,0.7424,0.38,0.3284,251,14410,8,1,328.882833138161
"664","15",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7273,0.34,0.2985,317,14411,8,1,358.723764983374
"665","16",FALSE,TRUE,"Clear to partly cloudy",0.82,0.7121,0.33,0.3284,480,14412,8,1,452.297040839297
"666","17",FALSE,TRUE,"Clear to partly cloudy",0.8,0.697,0.35,0.3881,864,14413,8,1,710.632710177414
"667","18",FALSE,TRUE,"Clear to partly cloudy",0.78,0.697,0.4,0.2537,818,14414,8,1,691.40004487141
"668","19",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.45,0.1642,597,14415,8,1,569.248718696993
"669","20",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.48,0.1045,435,14416,8,1,463.145197950384
"670","21",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.48,0.0896,314,14417,8,1,352.137688112014
"671","22",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.54,0,216,14418,8,1,260.371977742994
"672","23",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.57,0,109,14419,8,1,180.684232791366
"673","0",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.69,0,47,14420,8,1,105.805635453749
"674","1",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.69,0.1343,14,14421,8,1,61.317808974587
"675","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0.1343,6,14422,8,1,45.0487607776753
"676","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0.1045,9,14423,8,1,20.8555472879227
"677","4",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5909,0.73,0.2239,10,14424,8,1,11.1905397470375
"678","5",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5909,0.73,0.194,40,14425,8,1,39.6815250277179
"679","6",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5909,0.73,0.194,181,14426,8,1,145.055978324128
"680","7",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.65,0.0896,554,14427,8,1,378.817763083863
"681","8",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.61,0.1642,808,14428,8,1,584.283843299702
"682","9",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.51,0.194,348,14429,8,1,359.491625186999
"683","10",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.48,0.1642,178,14430,8,1,302.299239892925
"684","11",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6515,0.45,0,253,14431,8,1,338.636056885094
"685","12",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0,360,14432,8,1,387.817211001801
"686","13",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.42,0,300,14433,8,1,391.49379893749
"687","14",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0.0896,301,14434,8,1,370.874535473506
"688","15",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0.194,338,14435,8,1,379.60514082476
"689","16",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6667,0.37,0.1343,493,14436,8,1,485.80139266195
"690","17",FALSE,TRUE,"Clear to partly cloudy",0.78,0.6818,0.35,0.2239,870,14437,8,1,734.723719388109
"691","18",FALSE,TRUE,"Clear to partly cloudy",0.74,0.6667,0.42,0.1642,812,14438,8,1,728.809318830341
"692","19",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.54,0.194,643,14439,8,1,587.479804204588
"693","20",FALSE,TRUE,"Clear to partly cloudy",0.68,0.6364,0.57,0,427,14440,8,1,463.258876765608
"694","21",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.54,0.1045,313,14441,8,1,372.78150401742
"695","22",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.54,0,235,14442,8,1,278.681409888646
"696","23",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.57,0,157,14443,8,1,186.910107064625
"697","0",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.69,0,65,14444,8,1,109.473757983474
"698","1",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.65,0,23,14445,8,1,63.153769182004
"699","2",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,17,14446,8,1,45.02894107462
"700","3",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,5,14447,8,1,20.8484073018354
"701","4",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,8,14448,8,1,10.4794383537752
"702","5",FALSE,TRUE,"Clear to partly cloudy",0.62,0.5909,0.73,0,35,14449,8,1,37.1636085193878
"703","6",FALSE,TRUE,"Clear to partly cloudy",0.6,0.5606,0.83,0.1642,163,14450,8,1,126.505312185036
"704","7",FALSE,TRUE,"Clear to partly cloudy",0.64,0.6061,0.73,0,532,14451,8,1,356.6935912179
"705","8",FALSE,TRUE,"Clear to partly cloudy",0.66,0.6212,0.65,0,754,14452,8,1,566.74337418488
"706","9",FALSE,TRUE,"Clear to partly cloudy",0.7,0.6515,0.58,0,396,14453,8,1,340.922860175248
"707","10",FALSE,TRUE,"Clear to partly cloudy",0.72,0.6667,0.54,0,234,14454,8,1,288.86687839871
"708","11",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.4,0.0896,276,14455,8,1,328.5501340648
"709","12",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.45,0.1343,294,14456,8,1,373.734758869315
"710","13",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1045,290,14457,8,1,361.881786396339
"711","14",FALSE,TRUE,"Clear to partly cloudy",0.76,0.6818,0.48,0.1343,273,14458,8,1,349.367981893354
"712","15",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7273,0.46,0.1642,338,14459,8,1,349.745516241279
"713","16",FALSE,TRUE,"Clear to partly cloudy",0.8,0.7273,0.43,0.1642,482,14460,8,1,461.696903744721
